"","id","nome","rua","bairro","atividade","datum","utm_e","utm_n","ano","classif","reutiliza","etapa_gere","etapa_ge_1","fonte_cont","meios_impa","contaminan","med_emerge","med_instit","med_remedi","med_engenh","data_inser","usuario"
"638",15,"AUTO POSTO RENAN LTDA","AV. OROZIMBO MAIA 515","VILA ITAPURA - CAMPINAS","Posto de Combustível","Córrego Alegre",288517.4,7466470.33,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos","ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|proibição de escavações",NA,"bombeamento e tratamento|extração de vapores do solo (SVE)|air sparging",NA,"2013/11/26 14:56:48.064","1008188"
"639",131,"JOÃO BATISTA LORO","FINAL DA RUA ARMANDO DOS SANTOS S/N SÍTIO SÃO JOÃO","JARDIM MARIA ROSA - CAMPINAS","Resíduo","SAD69",284109.06,7458122.01,"2015","Em processo de remediação","N",NA,"investigação confirmatória","descarte disposição","subsolo#dentro#","metais","isolamento da área (proibição de acesso à area)","uso de solo#comunicada#","remoção de solo/resíduo",NA,"2013/11/26 16:24:12.414","1008188"
"640",47,"GIRAFA AUTO POSTO LTDA","AV. GOVERNADOR PEDRO DE TOLEDO 2500","BONFIM - CAMPINAS","Posto de Combustível","SAD69",285245.54,7466373.12,"2015","Contaminada sob investigação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","solo superficial#dentro#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental","uso de solo#comunicada#|uso água subterrânea#comunicada#",NA,NA,"2013/11/26 15:59:46.788","1008188"
"641",48,"J.C RACY","AV. NOSSA SENHORA DE FATIMA 1432","TAQUARAL - CAMPINAS","Posto de Combustível","SAD69",290417.78,7468649.42,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,NA,"bombeamento e tratamento|extração multifásica|recuperação fase livre",NA,"2013/11/26 16:19:41.130","1008188"
"642",76,"ITOIL INDUSTRIA DE TRATAMENTO DE ÓLEOS ISOLANTS LTDA","RODOVIA CAMPINAS/ MOGI MIRIM 0 KM 126","BOCAIUVA - CAMPINAS","Resíduo","SAD69",291988.36,7484041.14,"2015","Em processo de remediação","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","descarte disposição","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","metais|PAHs|PCBs|existência de fase livre|existência de POPs",NA,NA,"remoção de solo/resíduo|recuperação fase livre",NA,"2013/11/26 16:17:57.908","1008188"
"643",130,"INGERSOLL-RAND DO BRASIL LTDA","ESTRADA VELHA CAMPINAS-MONTE MOR 2225","VILA BOA VISTA - CAMPINAS","Indústria","Sirgas",282576.8,7466215.1,"2015","Em processo de remediação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|projeto de remediação|remediação com monitoramento da eficiência e eficácia","descarte disposição|produção","águas subterrâneas#dentro#","solventes halogenados",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","oxidação/redução química",NA,"2014/01/09 15:44:15.624","1008188"
"644",84,"MERCEDES BENZ DO BRASIL LTDA","AV. MERCEDES BENZ 679","DISTRITO INDUSTRIAL - CAMPINAS","Indústria","SAD69",281687.66,7455258.53,"2015","Em processo de remediação","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|remediação com monitoramento da eficiência e eficácia","descarte disposição|infiltração","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|metais|solventes halogenados|solventes aromáticos|TPH","monitoramento do índice de explosividade|remoção de materiais (produtos, resíduos, etc.)|proibição de escavações","uso água subterrânea#proposta#|edificações#implantada#","bombeamento e tratamento|extração de vapores do solo (SVE)|air sparging|oxidação/redução química|barreiras reativas|remoção de solo/resíduo|encapsulamento geotécnico|atenuação natural monitorada",NA,"2013/11/26 16:32:00.644","1008188"
"645",31,"PASTIFÍCIO SELMI S.A","AV. MIRANDÓPOLIS 860","VILA POMPÉIA - CAMPINAS","Indústria","WGS84",285340.38,7462661.41,"2015","Reabilitada para o uso declarado","S",NA,"investigação confirmatória|investigação detalhada","desconhecida","solo superficial#dentro#|águas subterrâneas#dentro#","metais|PAHs",NA,"uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/26 16:38:52.253","1008188"
"646",196,"PAULO DE TARSO AYRES MONTEIRO","RUA GENERAL MARCONDES SALGADO 850","BOSQUE","Posto de Combustível","SAD69",290068.81,7465458.66,"2015","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos|existência de fase livre",NA,"uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2016/03/21 16:21:51.386","1300644"
"647",159,"LIVING APIAI EMPREENDIMENTOS IMOBILIARIOS LTDA","AVENIDA CARLOS DE ESQUINA DR PEDRO TORTIMA S/N","VILA TEIXEIRA - CAMPINAS","Indústria","SAD69",286178.66,7464627.76,"2015","Em processo de reutilizacao","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento","produção","subsolo#dentro#|águas subterrâneas#dentro#","metais",NA,"uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2016/03/21 16:18:29.349","1300644"
"648",197,"ZINC-CAMP TRATAMENTO DE METAIS LTDA","RUA ZILDA CICCONE GIRALDI 136","PARQUE SÃO PAULO - CAMPINAS","Indústria","WGS84",283870.85,7456376.54,"2015","Contaminada com risco confirmado","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","armazenagem|produção|infiltração","águas subterrâneas#dentro#","metais",NA,NA,NA,NA,"2013/11/28 15:34:20.363","1008188"
"649",39,"SHELL BRASIL LTDA","RUA JORGE MIRANDA 150","CENTRO - CAMPINAS","Posto de Combustível","SAD69",288403.31,7465952.6,"2015","Em processo de remediação","S","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|metais|TPH",NA,"uso de solo#proposta#|uso água subterrânea#proposta#","bombeamento e tratamento",NA,"2013/11/28 15:12:39.938","1008188"
"650",119,"PREFEITURA MUNICIPAL DE CAMPINAS - ATERRO SANITARIO DELTA  A","ESTRADA DO MÃO BRANCA S/N KM 3","COMPLEXO DELTA - CAMPINAS","Resíduo","SAD69",279943.94,7464270.68,"2015","Em processo de monitoramento para encerramento","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","descarte disposição","solo superficial#dentro#|subsolo#dentro#|águas superficiais#dentro#|águas superficiais#fora#|águas subterrâneas#dentro#|águas subterrâneas#fora#","metais|microbiológicos|outros","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#|uso água superficial#proposta#|uso água superficial#comunicada#","sem medida de remediação",NA,"2013/11/28 14:57:33.281","1008188"
"651",198,"PETROBRAS DISTRIBUIDORA SA","AV. DAS AMOREIRAS 2875","JARDIM DO LAGO","Posto de Combustível","Sirgas",286183.28,7462720.12,"2015","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem|infiltração","solo superficial#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","isolamento da área (proibição de acesso à area)","uso água subterrânea#comunicada#",NA,NA,"2014/01/09 15:55:01.716","1008188"
"652",199,"POSTO AVENIDA SOUSAS LTDA","DOUTOR ANTONIO CARLOS COUTO DE BARROS 111","VILA BOURBON - CAMPINAS","Posto de Combustível","WGS84",297450.55,7467803.21,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem|descarte disposição|desconhecida","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs","isolamento da área (proibição de acesso à area)","uso água subterrânea#proposta#","sem medida de remediação",NA,"2013/11/26 16:47:23.586","1008188"
"653",127,"POSTO KADAR COMÉRCIO DE COMBUSTIVEIS LTDA","AV. DOUTOR ANTONIO CARLOS COUTO DE BARROS 2111","JARDIM SOUSAS - CAMPINAS","Posto de Combustível","WGS84",296590.28,7467352.18,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/26 17:04:05.205","1008188"
"654",137,"POSTO E RESTAURANTE 3 VIAS LTDA","VIA ANHANGUERA KM 105","NOVA APARECIDA - CAMPINAS","Posto de Combustível","WGS84",279276.41,7470794.17,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento ambiental","uso água subterrânea#comunicada#|uso água subterrânea#implantada#","recuperação fase livre",NA,"2013/11/26 16:54:29.467","1008188"
"655",139,"SINGER DO BRASIL INDUSTRIA E COMERCIO LTDA","RODOVIA SANTOS DUMONT KM 68 SP 750","VIRACOPOS - CAMPINAS","Indústria","SAD69",283794.57,7453406.18,"2015","Em processo de remediação","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|remediação com monitoramento da eficiência e eficácia","armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","metais|solventes halogenados|outros","monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)",NA,"bombeamento e tratamento|extração multifásica|oxidação/redução química|remoção de solo/resíduo|recuperação fase livre",NA,"2013/11/28 15:19:43.326","1008188"
"656",138,"SHELL BRASIL LTDA","AEROPORTO INTERNACIONAL DE VIRACOPOS S/N","VIRACOPOS - CAMPINAS","Posto de Combustível","SAD69",280240.24,7453057.27,"2015","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|metais|solventes aromáticos|PAHs|existência de fase livre|TPH","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/28 15:15:11.623","1008188"
"657",83,"ARMANI COMERCIAL LTDA (ANTIGA REGENERA)","RODOVIA SP 065 D PEDRO I KM 136","JARDIM SANTA CANDIDA CAMPINAS","Indústria","WGS84",288545.48,7467525.84,"2015","Reabilitada para o uso declarado","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","armazenagem|infiltração","subsolo#dentro#|águas subterrâneas#dentro#","PCBs|existência de fase livre|TPH|existência de POPs","remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/25 16:38:57.905","1008188"
"658",200,"BENTELER COMPONENTES AUTOMOTIVOS LTDA","AV MERGINAL SUL 802 KM 69","DISTRITO INDUSTRIAL - CAMPINAS","Indústria","WGS84",283083.41,7454516.48,"2015","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada","armazenagem|produção|tratamento de efluentes","águas subterrâneas#dentro#","solventes halogenados|metano/outros vapores/gases",NA,NA,NA,NA,"2016/08/10 16:36:34.430","1300644"
"659",132,"CENTRO AUTOMOTIVO RIVIERA POMPEIA LTDA","AV MIRANDOPOLIS 702","VILA POMPÉIA - CAMPINAS","Posto de Combustível","WGS84",286052.92,7462695.23,"2015","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#",NA,NA,"2016/08/10 16:40:12.863","1300644"
"660",201,"CHEMCO INDUSTRIA E COMERCIO LTDA","RUA MANOEL FRANCISCO MENDES 529","JARDIM DO TREVO - CAMPINAS","Indústria","WGS84",287807.19,7463148.09,"2015","Reabilitada para o uso declarado","N",NA,"avaliação preliminar|investigação confirmatória","desconhecida","águas subterrâneas#dentro#","outros inorgânicos",NA,"uso água subterrânea#proposta#",NA,NA,"2016/08/10 16:45:44.528","1300644"
"661",153,"COORDENADORIA DE ASSISTÊNCIA TÉCNICA INTEGRAL - CATI","Av. Brasil 2340","Jardim Chapadão","Posto de Combustível","SAD69",287248.83,7468669.1,"2015","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos",NA,"uso água subterrânea#comunicada#",NA,NA,"2016/03/21 15:46:14.375","632406"
"662",202,"CRODA DO BRASIL LTDA","RUA CRODA 580","DISTRITO INDUSTRIAL - CAMPINAS","Indústria","WGS84",283105,7455515,"2015","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória","produção|tratamento de efluentes","solo superficial#dentro#|águas subterrâneas#dentro#","metais|solventes aromáticos|TPH",NA,NA,NA,NA,"2016/08/10 16:48:54.764","1300644"
"663",203,"INTERCUF INDUSTRIA E COMERCIO LTDA","ESTRADA VELHA DE INDAIATUBA KM 08","DOS PEDROSOS - CAMPINAS","Indústria","SAD69",286296.58,7455068.2,"2015","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória","infiltração","solo superficial#dentro#|águas subterrâneas#dentro#","metais",NA,"uso água subterrânea#comunicada#","sem medida de remediação",NA,"2016/08/10 16:54:30.447","1300644"
"664",204,"MEDLEY FARMACÊUTICA LTDA","RUA MACEDO COSTA 55","JD SANTA GENEBRA - CAMPINAS","Indústria","SAD69",286860,7471850,"2015","Em processo de remediação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada","produção","subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos|TPH",NA,NA,"remoção de solo/resíduo",NA,"2016/08/16 13:41:50.822","1300644"
"665",205,"PAX LUBRIFICANTES LTDA","RUA FRANCISCO CEARÁ BARBOSA 306","AMARAIS - CAMPINAS","Indústria","WGS84",284185.75,7470560.92,"2015","Em processo de monitoramento para encerramento","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|monitoramento para encerramento","armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","solventes halogenados|solventes aromáticos|TPH",NA,"uso água subterrânea#proposta#","recuperação fase livre",NA,"2016/08/16 13:48:57.908","1300644"
"666",206,"POLICLEAN OIRAD INDUSTRIA QUIMICA LTDA- EPP","AV ENG ANTONIO FRANCISCO DE PAULA SOUSA 1149","JD DAS OLIVEIRAS - CAMPINAS","Indústria","Córrego Alegre",290472,7462769,"2015","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","produção","águas subterrâneas#dentro#|águas subterrâneas#fora#","metais|solventes halogenados",NA,NA,NA,NA,"2016/08/16 13:52:18.273","1300644"
"667",207,"POSTO BONFIM LTDA","AV GOVERNADOR PEDRO DE TOLEDO 883","BONFIM - CAMPINAS","Posto de Combustível","WGS84",286660.94,7465954.95,"2015","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos|PAHs",NA,"uso água subterrânea#proposta#",NA,NA,"2016/08/16 13:55:52.825","1300644"
